,province,adcode,model,bodyType,regYear,regMonth,salesVolume,popularity,carCommentVolum,newsReplyVolum
29565,重庆,500000,02aab221aabc03b9,Sedan,2017,11,210,306.0,608.0,1113.0
29566,陕西,610000,02aab221aabc03b9,Sedan,2017,11,204,313.0,608.0,1113.0
29567,黑龙江,230000,02aab221aabc03b9,Sedan,2017,11,76,196.0,608.0,1113.0
29568,上海,310000,5d7fb682edd0f937,SUV,2017,11,324,1178.0,58.0,701.0
29569,云南,530000,5d7fb682edd0f937,SUV,2017,11,179,781.0,58.0,701.0
29570,内蒙古,150000,5d7fb682edd0f937,SUV,2017,11,91,437.0,58.0,701.0
29571,北京,110000,5d7fb682edd0f937,SUV,2017,11,292,1472.0,58.0,701.0
29572,四川,510000,5d7fb682edd0f937,SUV,2017,11,353,1289.0,58.0,701.0
29573,安徽,340000,5d7fb682edd0f937,SUV,2017,11,232,1302.0,58.0,701.0
29574,山东,370000,5d7fb682edd0f937,SUV,2017,11,323,2514.0,58.0,701.0
29575,山西,140000,5d7fb682edd0f937,SUV,2017,11,77,541.0,58.0,701.0
29576,广东,440000,5d7fb682edd0f937,SUV,2017,11,589,2818.0,58.0,701.0
29577,广西,450000,5d7fb682edd0f937,SUV,2017,11,107,470.0,58.0,701.0
29578,江苏,320000,5d7fb682edd0f937,SUV,2017,11,806,3339.0,58.0,701.0
29579,江西,360000,5d7fb682edd0f937,SUV,2017,11,140,674.0,58.0,701.0
29580,河北,130000,5d7fb682edd0f937,SUV,2017,11,194,1529.0,58.0,701.0
29581,河南,410000,5d7fb682edd0f937,SUV,2017,11,191,2140.0,58.0,701.0
29582,浙江,330000,5d7fb682edd0f937,SUV,2017,11,710,2645.0,58.0,701.0
29583,湖北,420000,5d7fb682edd0f937,SUV,2017,11,268,1068.0,58.0,701.0
29584,湖南,430000,5d7fb682edd0f937,SUV,2017,11,187,951.0,58.0,701.0
29585,福建,350000,5d7fb682edd0f937,SUV,2017,11,219,981.0,58.0,701.0
29586,辽宁,210000,5d7fb682edd0f937,SUV,2017,11,155,901.0,58.0,701.0
29587,重庆,500000,5d7fb682edd0f937,SUV,2017,11,137,587.0,58.0,701.0
29588,陕西,610000,5d7fb682edd0f937,SUV,2017,11,133,801.0,58.0,701.0
29589,黑龙江,230000,5d7fb682edd0f937,SUV,2017,11,48,507.0,58.0,701.0
29590,上海,310000,a207df29ec9583f0,SUV,2017,11,572,2081.0,120.0,4145.0
29591,云南,530000,a207df29ec9583f0,SUV,2017,11,252,1322.0,120.0,4145.0
29592,内蒙古,150000,a207df29ec9583f0,SUV,2017,11,97,679.0,120.0,4145.0
29593,北京,110000,a207df29ec9583f0,SUV,2017,11,773,2851.0,120.0,4145.0
29594,四川,510000,a207df29ec9583f0,SUV,2017,11,469,2224.0,120.0,4145.0
29595,安徽,340000,a207df29ec9583f0,SUV,2017,11,246,2118.0,120.0,4145.0
29596,山东,370000,a207df29ec9583f0,SUV,2017,11,427,3873.0,120.0,4145.0
29597,山西,140000,a207df29ec9583f0,SUV,2017,11,143,832.0,120.0,4145.0
29598,广东,440000,a207df29ec9583f0,SUV,2017,11,946,5064.0,120.0,4145.0
29599,广西,450000,a207df29ec9583f0,SUV,2017,11,150,859.0,120.0,4145.0
29600,江苏,320000,a207df29ec9583f0,SUV,2017,11,978,5270.0,120.0,4145.0
29601,江西,360000,a207df29ec9583f0,SUV,2017,11,177,1112.0,120.0,4145.0
29602,河北,130000,a207df29ec9583f0,SUV,2017,11,251,2556.0,120.0,4145.0
29603,河南,410000,a207df29ec9583f0,SUV,2017,11,301,2909.0,120.0,4145.0
29604,浙江,330000,a207df29ec9583f0,SUV,2017,11,805,4495.0,120.0,4145.0
29605,湖北,420000,a207df29ec9583f0,SUV,2017,11,340,1818.0,120.0,4145.0
29606,湖南,430000,a207df29ec9583f0,SUV,2017,11,211,1660.0,120.0,4145.0
29607,福建,350000,a207df29ec9583f0,SUV,2017,11,344,1591.0,120.0,4145.0
29608,辽宁,210000,a207df29ec9583f0,SUV,2017,11,247,1486.0,120.0,4145.0
29609,重庆,500000,a207df29ec9583f0,SUV,2017,11,183,969.0,120.0,4145.0
29610,陕西,610000,a207df29ec9583f0,SUV,2017,11,230,1264.0,120.0,4145.0
29611,黑龙江,230000,a207df29ec9583f0,SUV,2017,11,84,853.0,120.0,4145.0
29612,上海,310000,b4be3a4917289c82,Hatchback,2017,11,168,3364.0,221.0,103.0
29613,云南,530000,b4be3a4917289c82,Hatchback,2017,11,81,2027.0,221.0,103.0
29614,内蒙古,150000,b4be3a4917289c82,Hatchback,2017,11,32,1179.0,221.0,103.0
29615,北京,110000,b4be3a4917289c82,Hatchback,2017,11,148,3815.0,221.0,103.0
29616,四川,510000,b4be3a4917289c82,Hatchback,2017,11,154,3991.0,221.0,103.0
29617,安徽,340000,b4be3a4917289c82,Hatchback,2017,11,95,3152.0,221.0,103.0
29618,山东,370000,b4be3a4917289c82,Hatchback,2017,11,188,6829.0,221.0,103.0
29619,山西,140000,b4be3a4917289c82,Hatchback,2017,11,30,1493.0,221.0,103.0
29620,广东,440000,b4be3a4917289c82,Hatchback,2017,11,270,7558.0,221.0,103.0
29621,广西,450000,b4be3a4917289c82,Hatchback,2017,11,41,1244.0,221.0,103.0
29622,江苏,320000,b4be3a4917289c82,Hatchback,2017,11,468,9217.0,221.0,103.0
29623,江西,360000,b4be3a4917289c82,Hatchback,2017,11,56,1852.0,221.0,103.0
29624,河北,130000,b4be3a4917289c82,Hatchback,2017,11,140,5124.0,221.0,103.0
29625,河南,410000,b4be3a4917289c82,Hatchback,2017,11,102,4977.0,221.0,103.0
29626,浙江,330000,b4be3a4917289c82,Hatchback,2017,11,526,8313.0,221.0,103.0
29627,湖北,420000,b4be3a4917289c82,Hatchback,2017,11,89,2755.0,221.0,103.0
29628,湖南,430000,b4be3a4917289c82,Hatchback,2017,11,62,2488.0,221.0,103.0
29629,福建,350000,b4be3a4917289c82,Hatchback,2017,11,58,2175.0,221.0,103.0
29630,辽宁,210000,b4be3a4917289c82,Hatchback,2017,11,75,2276.0,221.0,103.0
29631,重庆,500000,b4be3a4917289c82,Hatchback,2017,11,56,1520.0,221.0,103.0
29632,陕西,610000,b4be3a4917289c82,Hatchback,2017,11,64,2193.0,221.0,103.0
29633,黑龙江,230000,b4be3a4917289c82,Hatchback,2017,11,16,1299.0,221.0,103.0
29634,上海,310000,ef76a85c4b39f693,Sedan,2017,11,659,3984.0,2.0,514.0
29635,云南,530000,ef76a85c4b39f693,Sedan,2017,11,219,2660.0,2.0,514.0
29636,内蒙古,150000,ef76a85c4b39f693,Sedan,2017,11,166,2079.0,2.0,514.0
29637,北京,110000,ef76a85c4b39f693,Sedan,2017,11,639,5065.0,2.0,514.0
29638,四川,510000,ef76a85c4b39f693,Sedan,2017,11,610,5518.0,2.0,514.0
29639,安徽,340000,ef76a85c4b39f693,Sedan,2017,11,464,4832.0,2.0,514.0
29640,山东,370000,ef76a85c4b39f693,Sedan,2017,11,645,9433.0,2.0,514.0
29641,山西,140000,ef76a85c4b39f693,Sedan,2017,11,164,2346.0,2.0,514.0
29642,广东,440000,ef76a85c4b39f693,Sedan,2017,11,958,9944.0,2.0,514.0
29643,广西,450000,ef76a85c4b39f693,Sedan,2017,11,132,1835.0,2.0,514.0
29644,江苏,320000,ef76a85c4b39f693,Sedan,2017,11,1408,11617.0,2.0,514.0
29645,江西,360000,ef76a85c4b39f693,Sedan,2017,11,272,2741.0,2.0,514.0
29646,河北,130000,ef76a85c4b39f693,Sedan,2017,11,508,6959.0,2.0,514.0
29647,河南,410000,ef76a85c4b39f693,Sedan,2017,11,427,7563.0,2.0,514.0
29648,浙江,330000,ef76a85c4b39f693,Sedan,2017,11,1666,10990.0,2.0,514.0
29649,湖北,420000,ef76a85c4b39f693,Sedan,2017,11,410,3764.0,2.0,514.0
29650,湖南,430000,ef76a85c4b39f693,Sedan,2017,11,366,3775.0,2.0,514.0
29651,福建,350000,ef76a85c4b39f693,Sedan,2017,11,306,3020.0,2.0,514.0
29652,辽宁,210000,ef76a85c4b39f693,Sedan,2017,11,431,3868.0,2.0,514.0
29653,重庆,500000,ef76a85c4b39f693,Sedan,2017,11,200,1986.0,2.0,514.0
29654,陕西,610000,ef76a85c4b39f693,Sedan,2017,11,344,3404.0,2.0,514.0
29655,黑龙江,230000,ef76a85c4b39f693,Sedan,2017,11,159,2335.0,2.0,514.0
29656,上海,310000,bb9fbec9a2833839,SUV,2017,11,528,2413.0,54.0,559.0
29657,云南,530000,bb9fbec9a2833839,SUV,2017,11,222,1530.0,54.0,559.0
29658,内蒙古,150000,bb9fbec9a2833839,SUV,2017,11,172,1111.0,54.0,559.0
29659,北京,110000,bb9fbec9a2833839,SUV,2017,11,381,2462.0,54.0,559.0
29660,四川,510000,bb9fbec9a2833839,SUV,2017,11,398,2845.0,54.0,559.0
29661,安徽,340000,bb9fbec9a2833839,SUV,2017,11,307,2475.0,54.0,559.0
29662,山东,370000,bb9fbec9a2833839,SUV,2017,11,607,4962.0,54.0,559.0
29663,山西,140000,bb9fbec9a2833839,SUV,2017,11,174,1283.0,54.0,559.0
29664,广东,440000,bb9fbec9a2833839,SUV,2017,11,849,5172.0,54.0,559.0
29665,广西,450000,bb9fbec9a2833839,SUV,2017,11,133,962.0,54.0,559.0
29666,江苏,320000,bb9fbec9a2833839,SUV,2017,11,1139,6172.0,54.0,559.0
29667,江西,360000,bb9fbec9a2833839,SUV,2017,11,230,1573.0,54.0,559.0
29668,河北,130000,bb9fbec9a2833839,SUV,2017,11,398,3623.0,54.0,559.0
29669,河南,410000,bb9fbec9a2833839,SUV,2017,11,346,4771.0,54.0,559.0
29670,浙江,330000,bb9fbec9a2833839,SUV,2017,11,1398,6079.0,54.0,559.0
29671,湖北,420000,bb9fbec9a2833839,SUV,2017,11,366,2333.0,54.0,559.0
29672,湖南,430000,bb9fbec9a2833839,SUV,2017,11,299,2191.0,54.0,559.0
29673,福建,350000,bb9fbec9a2833839,SUV,2017,11,311,1691.0,54.0,559.0
29674,辽宁,210000,bb9fbec9a2833839,SUV,2017,11,187,1789.0,54.0,559.0
29675,重庆,500000,bb9fbec9a2833839,SUV,2017,11,131,1030.0,54.0,559.0
29676,陕西,610000,bb9fbec9a2833839,SUV,2017,11,155,1530.0,54.0,559.0
29677,黑龙江,230000,bb9fbec9a2833839,SUV,2017,11,74,1129.0,54.0,559.0
29678,上海,310000,da457d15788fe8ee,SUV,2017,11,672,3458.0,154.0,541.0
29679,云南,530000,da457d15788fe8ee,SUV,2017,11,267,2704.0,154.0,541.0
29680,内蒙古,150000,da457d15788fe8ee,SUV,2017,11,185,1752.0,154.0,541.0
29681,北京,110000,da457d15788fe8ee,SUV,2017,11,1158,5107.0,154.0,541.0
29682,四川,510000,da457d15788fe8ee,SUV,2017,11,590,4340.0,154.0,541.0
29683,安徽,340000,da457d15788fe8ee,SUV,2017,11,394,3714.0,154.0,541.0
29684,山东,370000,da457d15788fe8ee,SUV,2017,11,603,7463.0,154.0,541.0
29685,山西,140000,da457d15788fe8ee,SUV,2017,11,168,1845.0,154.0,541.0
29686,广东,440000,da457d15788fe8ee,SUV,2017,11,1433,9134.0,154.0,541.0
29687,广西,450000,da457d15788fe8ee,SUV,2017,11,169,1671.0,154.0,541.0
29688,江苏,320000,da457d15788fe8ee,SUV,2017,11,1276,8948.0,154.0,541.0
29689,江西,360000,da457d15788fe8ee,SUV,2017,11,291,2483.0,154.0,541.0
29690,河北,130000,da457d15788fe8ee,SUV,2017,11,497,5327.0,154.0,541.0
29691,河南,410000,da457d15788fe8ee,SUV,2017,11,431,11606.0,154.0,541.0
29692,浙江,330000,da457d15788fe8ee,SUV,2017,11,1678,8287.0,154.0,541.0
29693,湖北,420000,da457d15788fe8ee,SUV,2017,11,559,3749.0,154.0,541.0
29694,湖南,430000,da457d15788fe8ee,SUV,2017,11,483,3551.0,154.0,541.0
29695,福建,350000,da457d15788fe8ee,SUV,2017,11,355,2553.0,154.0,541.0
29696,辽宁,210000,da457d15788fe8ee,SUV,2017,11,516,3679.0,154.0,541.0
29697,重庆,500000,da457d15788fe8ee,SUV,2017,11,244,1799.0,154.0,541.0
29698,陕西,610000,da457d15788fe8ee,SUV,2017,11,311,3006.0,154.0,541.0
29699,黑龙江,230000,da457d15788fe8ee,SUV,2017,11,172,2332.0,154.0,541.0
29700,上海,310000,6858d6dfe680bdf7,Sedan,2017,11,567,1980.0,2556.0,146.0
29701,云南,530000,6858d6dfe680bdf7,Sedan,2017,11,210,1061.0,2556.0,146.0
29702,内蒙古,150000,6858d6dfe680bdf7,Sedan,2017,11,71,536.0,2556.0,146.0
29703,北京,110000,6858d6dfe680bdf7,Sedan,2017,11,581,2259.0,2556.0,146.0
29704,四川,510000,6858d6dfe680bdf7,Sedan,2017,11,510,2215.0,2556.0,146.0
29705,安徽,340000,6858d6dfe680bdf7,Sedan,2017,11,325,2002.0,2556.0,146.0
29706,山东,370000,6858d6dfe680bdf7,Sedan,2017,11,443,3511.0,2556.0,146.0
29707,山西,140000,6858d6dfe680bdf7,Sedan,2017,11,83,645.0,2556.0,146.0
29708,广东,440000,6858d6dfe680bdf7,Sedan,2017,11,1163,5470.0,2556.0,146.0
29709,广西,450000,6858d6dfe680bdf7,Sedan,2017,11,138,918.0,2556.0,146.0
29710,江苏,320000,6858d6dfe680bdf7,Sedan,2017,11,1153,4633.0,2556.0,146.0
29711,江西,360000,6858d6dfe680bdf7,Sedan,2017,11,173,1083.0,2556.0,146.0
29712,河北,130000,6858d6dfe680bdf7,Sedan,2017,11,360,2319.0,2556.0,146.0
29713,河南,410000,6858d6dfe680bdf7,Sedan,2017,11,329,3435.0,2556.0,146.0
29714,浙江,330000,6858d6dfe680bdf7,Sedan,2017,11,1686,5010.0,2556.0,146.0
29715,湖北,420000,6858d6dfe680bdf7,Sedan,2017,11,312,1515.0,2556.0,146.0
29716,湖南,430000,6858d6dfe680bdf7,Sedan,2017,11,350,1602.0,2556.0,146.0
29717,福建,350000,6858d6dfe680bdf7,Sedan,2017,11,333,1422.0,2556.0,146.0
29718,辽宁,210000,6858d6dfe680bdf7,Sedan,2017,11,228,1471.0,2556.0,146.0
29719,重庆,500000,6858d6dfe680bdf7,Sedan,2017,11,247,908.0,2556.0,146.0
29720,陕西,610000,6858d6dfe680bdf7,Sedan,2017,11,186,1263.0,2556.0,146.0
29721,黑龙江,230000,6858d6dfe680bdf7,Sedan,2017,11,94,727.0,2556.0,146.0
29722,上海,310000,79de4e4b24c35b04,MPV,2017,11,325,2068.0,106.0,4080.0
29723,云南,530000,79de4e4b24c35b04,MPV,2017,11,622,2753.0,106.0,4080.0
29724,内蒙古,150000,79de4e4b24c35b04,MPV,2017,11,211,1339.0,106.0,4080.0
29725,北京,110000,79de4e4b24c35b04,MPV,2017,11,126,2991.0,106.0,4080.0
29726,四川,510000,79de4e4b24c35b04,MPV,2017,11,423,2306.0,106.0,4080.0
29727,安徽,340000,79de4e4b24c35b04,MPV,2017,11,994,3050.0,106.0,4080.0
29728,山东,370000,79de4e4b24c35b04,MPV,2017,11,2048,8497.0,106.0,4080.0
29729,山西,140000,79de4e4b24c35b04,MPV,2017,11,572,3035.0,106.0,4080.0
29730,广东,440000,79de4e4b24c35b04,MPV,2017,11,3185,14882.0,106.0,4080.0
29731,广西,450000,79de4e4b24c35b04,MPV,2017,11,1932,3928.0,106.0,4080.0
29732,江苏,320000,79de4e4b24c35b04,MPV,2017,11,1529,6667.0,106.0,4080.0
29733,江西,360000,79de4e4b24c35b04,MPV,2017,11,520,1666.0,106.0,4080.0
29734,河北,130000,79de4e4b24c35b04,MPV,2017,11,1412,6324.0,106.0,4080.0
29735,河南,410000,79de4e4b24c35b04,MPV,2017,11,3241,11831.0,106.0,4080.0
29736,浙江,330000,79de4e4b24c35b04,MPV,2017,11,1020,5893.0,106.0,4080.0
29737,湖北,420000,79de4e4b24c35b04,MPV,2017,11,450,2262.0,106.0,4080.0
29738,湖南,430000,79de4e4b24c35b04,MPV,2017,11,851,2812.0,106.0,4080.0
29739,福建,350000,79de4e4b24c35b04,MPV,2017,11,542,2217.0,106.0,4080.0
29740,辽宁,210000,79de4e4b24c35b04,MPV,2017,11,698,3348.0,106.0,4080.0
29741,重庆,500000,79de4e4b24c35b04,MPV,2017,11,157,982.0,106.0,4080.0
29742,陕西,610000,79de4e4b24c35b04,MPV,2017,11,692,2887.0,106.0,4080.0
29743,黑龙江,230000,79de4e4b24c35b04,MPV,2017,11,606,2946.0,106.0,4080.0
29744,上海,310000,12f8b7e14947c34d,Sedan,2017,11,944,1447.0,607.0,6000.0
29745,云南,530000,12f8b7e14947c34d,Sedan,2017,11,339,775.0,607.0,6000.0
29746,内蒙古,150000,12f8b7e14947c34d,Sedan,2017,11,451,1167.0,607.0,6000.0
29747,北京,110000,12f8b7e14947c34d,Sedan,2017,11,85,1127.0,607.0,6000.0
29748,四川,510000,12f8b7e14947c34d,Sedan,2017,11,780,1450.0,607.0,6000.0
29749,安徽,340000,12f8b7e14947c34d,Sedan,2017,11,462,1109.0,607.0,6000.0
29750,山东,370000,12f8b7e14947c34d,Sedan,2017,11,1149,3590.0,607.0,6000.0
29751,山西,140000,12f8b7e14947c34d,Sedan,2017,11,296,904.0,607.0,6000.0
29752,广东,440000,12f8b7e14947c34d,Sedan,2017,11,291,1310.0,607.0,6000.0
29753,广西,450000,12f8b7e14947c34d,Sedan,2017,11,108,380.0,607.0,6000.0
29754,江苏,320000,12f8b7e14947c34d,Sedan,2017,11,1500,3055.0,607.0,6000.0
29755,江西,360000,12f8b7e14947c34d,Sedan,2017,11,426,682.0,607.0,6000.0
29756,河北,130000,12f8b7e14947c34d,Sedan,2017,11,710,2387.0,607.0,6000.0
29757,河南,410000,12f8b7e14947c34d,Sedan,2017,11,765,2373.0,607.0,6000.0
29758,浙江,330000,12f8b7e14947c34d,Sedan,2017,11,881,1791.0,607.0,6000.0
29759,湖北,420000,12f8b7e14947c34d,Sedan,2017,11,273,664.0,607.0,6000.0
29760,湖南,430000,12f8b7e14947c34d,Sedan,2017,11,463,843.0,607.0,6000.0
29761,福建,350000,12f8b7e14947c34d,Sedan,2017,11,302,693.0,607.0,6000.0
29762,辽宁,210000,12f8b7e14947c34d,Sedan,2017,11,102,664.0,607.0,6000.0
29763,重庆,500000,12f8b7e14947c34d,Sedan,2017,11,128,395.0,607.0,6000.0
29764,陕西,610000,12f8b7e14947c34d,Sedan,2017,11,1013,1755.0,607.0,6000.0
29765,黑龙江,230000,12f8b7e14947c34d,Sedan,2017,11,117,707.0,607.0,6000.0
29766,上海,310000,04e66e578f653ab9,Sedan,2017,11,431,532.0,137.0,40.0
29767,云南,530000,04e66e578f653ab9,Sedan,2017,11,219,356.0,137.0,40.0
29768,内蒙古,150000,04e66e578f653ab9,Sedan,2017,11,86,272.0,137.0,40.0
29769,北京,110000,04e66e578f653ab9,Sedan,2017,11,148,588.0,137.0,40.0
29770,四川,510000,04e66e578f653ab9,Sedan,2017,11,299,553.0,137.0,40.0
29771,安徽,340000,04e66e578f653ab9,Sedan,2017,11,225,505.0,137.0,40.0
29772,山东,370000,04e66e578f653ab9,Sedan,2017,11,495,1479.0,137.0,40.0
29773,山西,140000,04e66e578f653ab9,Sedan,2017,11,109,320.0,137.0,40.0
29774,广东,440000,04e66e578f653ab9,Sedan,2017,11,135,587.0,137.0,40.0
29775,广西,450000,04e66e578f653ab9,Sedan,2017,11,40,122.0,137.0,40.0
29776,江苏,320000,04e66e578f653ab9,Sedan,2017,11,723,1317.0,137.0,40.0
29777,江西,360000,04e66e578f653ab9,Sedan,2017,11,129,278.0,137.0,40.0
29778,河北,130000,04e66e578f653ab9,Sedan,2017,11,316,936.0,137.0,40.0
29779,河南,410000,04e66e578f653ab9,Sedan,2017,11,360,1200.0,137.0,40.0
29780,浙江,330000,04e66e578f653ab9,Sedan,2017,11,510,754.0,137.0,40.0
29781,湖北,420000,04e66e578f653ab9,Sedan,2017,11,118,264.0,137.0,40.0
29782,湖南,430000,04e66e578f653ab9,Sedan,2017,11,193,323.0,137.0,40.0
29783,福建,350000,04e66e578f653ab9,Sedan,2017,11,102,238.0,137.0,40.0
29784,辽宁,210000,04e66e578f653ab9,Sedan,2017,11,66,317.0,137.0,40.0
29785,重庆,500000,04e66e578f653ab9,Sedan,2017,11,133,189.0,137.0,40.0
29786,陕西,610000,04e66e578f653ab9,Sedan,2017,11,211,499.0,137.0,40.0
29787,黑龙江,230000,04e66e578f653ab9,Sedan,2017,11,50,294.0,137.0,40.0
29788,上海,310000,dff803b4024d261d,Sedan,2017,11,186,259.0,332.0,705.0
29789,云南,530000,dff803b4024d261d,Sedan,2017,11,93,201.0,332.0,705.0
29790,内蒙古,150000,dff803b4024d261d,Sedan,2017,11,94,116.0,332.0,705.0
29791,北京,110000,dff803b4024d261d,Sedan,2017,11,491,535.0,332.0,705.0
29792,四川,510000,dff803b4024d261d,Sedan,2017,11,373,580.0,332.0,705.0
29793,安徽,340000,dff803b4024d261d,Sedan,2017,11,225,330.0,332.0,705.0
29794,山东,370000,dff803b4024d261d,Sedan,2017,11,667,1196.0,332.0,705.0
29795,山西,140000,dff803b4024d261d,Sedan,2017,11,193,243.0,332.0,705.0
29796,广东,440000,dff803b4024d261d,Sedan,2017,11,1966,3243.0,332.0,705.0
29797,广西,450000,dff803b4024d261d,Sedan,2017,11,319,677.0,332.0,705.0
29798,江苏,320000,dff803b4024d261d,Sedan,2017,11,866,875.0,332.0,705.0
29799,江西,360000,dff803b4024d261d,Sedan,2017,11,249,343.0,332.0,705.0
29800,河北,130000,dff803b4024d261d,Sedan,2017,11,469,544.0,332.0,705.0
29801,河南,410000,dff803b4024d261d,Sedan,2017,11,291,1206.0,332.0,705.0
29802,浙江,330000,dff803b4024d261d,Sedan,2017,11,751,752.0,332.0,705.0
29803,湖北,420000,dff803b4024d261d,Sedan,2017,11,592,638.0,332.0,705.0
29804,湖南,430000,dff803b4024d261d,Sedan,2017,11,380,587.0,332.0,705.0
29805,福建,350000,dff803b4024d261d,Sedan,2017,11,727,567.0,332.0,705.0
29806,辽宁,210000,dff803b4024d261d,Sedan,2017,11,273,444.0,332.0,705.0
29807,重庆,500000,dff803b4024d261d,Sedan,2017,11,292,340.0,332.0,705.0
29808,陕西,610000,dff803b4024d261d,Sedan,2017,11,176,291.0,332.0,705.0
29809,黑龙江,230000,dff803b4024d261d,Sedan,2017,11,104,252.0,332.0,705.0
29810,上海,310000,61e73e32ad101892,SUV,2017,11,224,271.0,291.0,2571.0
29811,云南,530000,61e73e32ad101892,SUV,2017,11,384,316.0,291.0,2571.0
29812,内蒙古,150000,61e73e32ad101892,SUV,2017,11,540,283.0,291.0,2571.0
29813,北京,110000,61e73e32ad101892,SUV,2017,11,804,596.0,291.0,2571.0
29814,四川,510000,61e73e32ad101892,SUV,2017,11,750,596.0,291.0,2571.0
29815,安徽,340000,61e73e32ad101892,SUV,2017,11,234,328.0,291.0,2571.0
29816,山东,370000,61e73e32ad101892,SUV,2017,11,824,1282.0,291.0,2571.0
29817,山西,140000,61e73e32ad101892,SUV,2017,11,371,313.0,291.0,2571.0
29818,广东,440000,61e73e32ad101892,SUV,2017,11,2201,3045.0,291.0,2571.0
29819,广西,450000,61e73e32ad101892,SUV,2017,11,360,572.0,291.0,2571.0
29820,江苏,320000,61e73e32ad101892,SUV,2017,11,580,706.0,291.0,2571.0
29821,江西,360000,61e73e32ad101892,SUV,2017,11,286,368.0,291.0,2571.0
29822,河北,130000,61e73e32ad101892,SUV,2017,11,1012,867.0,291.0,2571.0
29823,河南,410000,61e73e32ad101892,SUV,2017,11,651,2128.0,291.0,2571.0
29824,浙江,330000,61e73e32ad101892,SUV,2017,11,674,712.0,291.0,2571.0
29825,湖北,420000,61e73e32ad101892,SUV,2017,11,1203,916.0,291.0,2571.0
29826,湖南,430000,61e73e32ad101892,SUV,2017,11,506,657.0,291.0,2571.0
29827,福建,350000,61e73e32ad101892,SUV,2017,11,382,401.0,291.0,2571.0
29828,辽宁,210000,61e73e32ad101892,SUV,2017,11,829,715.0,291.0,2571.0
29829,重庆,500000,61e73e32ad101892,SUV,2017,11,430,334.0,291.0,2571.0
29830,陕西,610000,61e73e32ad101892,SUV,2017,11,476,517.0,291.0,2571.0
29831,黑龙江,230000,61e73e32ad101892,SUV,2017,11,440,444.0,291.0,2571.0
29832,上海,310000,a432c483b5beb856,Sedan,2017,11,92,158.0,68.0,786.0
29833,云南,530000,a432c483b5beb856,Sedan,2017,11,182,238.0,68.0,786.0
29834,内蒙古,150000,a432c483b5beb856,Sedan,2017,11,180,116.0,68.0,786.0
29835,北京,110000,a432c483b5beb856,Sedan,2017,11,82,238.0,68.0,786.0
29836,四川,510000,a432c483b5beb856,Sedan,2017,11,393,367.0,68.0,786.0
29837,安徽,340000,a432c483b5beb856,Sedan,2017,11,188,255.0,68.0,786.0
29838,山东,370000,a432c483b5beb856,Sedan,2017,11,312,672.0,68.0,786.0
29839,山西,140000,a432c483b5beb856,Sedan,2017,11,143,158.0,68.0,786.0
29840,广东,440000,a432c483b5beb856,Sedan,2017,11,1185,2482.0,68.0,786.0
29841,广西,450000,a432c483b5beb856,Sedan,2017,11,230,436.0,68.0,786.0
29842,江苏,320000,a432c483b5beb856,Sedan,2017,11,596,665.0,68.0,786.0
29843,江西,360000,a432c483b5beb856,Sedan,2017,11,296,258.0,68.0,786.0
29844,河北,130000,a432c483b5beb856,Sedan,2017,11,344,384.0,68.0,786.0
29845,河南,410000,a432c483b5beb856,Sedan,2017,11,425,583.0,68.0,786.0
29846,浙江,330000,a432c483b5beb856,Sedan,2017,11,587,635.0,68.0,786.0
29847,湖北,420000,a432c483b5beb856,Sedan,2017,11,243,352.0,68.0,786.0
29848,湖南,430000,a432c483b5beb856,Sedan,2017,11,359,476.0,68.0,786.0
29849,福建,350000,a432c483b5beb856,Sedan,2017,11,259,367.0,68.0,786.0
29850,辽宁,210000,a432c483b5beb856,Sedan,2017,11,222,265.0,68.0,786.0
29851,重庆,500000,a432c483b5beb856,Sedan,2017,11,125,203.0,68.0,786.0
29852,陕西,610000,a432c483b5beb856,Sedan,2017,11,113,183.0,68.0,786.0
29853,黑龙江,230000,a432c483b5beb856,Sedan,2017,11,113,131.0,68.0,786.0
29854,上海,310000,0797526c057dcf5b,Sedan,2017,11,330,464.0,1170.0,1703.0
29855,云南,530000,0797526c057dcf5b,Sedan,2017,11,527,444.0,1170.0,1703.0
29856,内蒙古,150000,0797526c057dcf5b,Sedan,2017,11,533,312.0,1170.0,1703.0
29857,北京,110000,0797526c057dcf5b,Sedan,2017,11,378,807.0,1170.0,1703.0
29858,四川,510000,0797526c057dcf5b,Sedan,2017,11,1083,999.0,1170.0,1703.0
29859,安徽,340000,0797526c057dcf5b,Sedan,2017,11,778,736.0,1170.0,1703.0
29860,山东,370000,0797526c057dcf5b,Sedan,2017,11,2804,2493.0,1170.0,1703.0
29861,山西,140000,0797526c057dcf5b,Sedan,2017,11,1289,696.0,1170.0,1703.0
29862,广东,440000,0797526c057dcf5b,Sedan,2017,11,10485,10094.0,1170.0,1703.0
29863,广西,450000,0797526c057dcf5b,Sedan,2017,11,2157,2059.0,1170.0,1703.0
29864,江苏,320000,0797526c057dcf5b,Sedan,2017,11,2532,2049.0,1170.0,1703.0
29865,江西,360000,0797526c057dcf5b,Sedan,2017,11,1393,958.0,1170.0,1703.0
29866,河北,130000,0797526c057dcf5b,Sedan,2017,11,2518,1393.0,1170.0,1703.0
29867,河南,410000,0797526c057dcf5b,Sedan,2017,11,1999,2533.0,1170.0,1703.0
29868,浙江,330000,0797526c057dcf5b,Sedan,2017,11,1935,1695.0,1170.0,1703.0
